Sexo;EstadoCivil;FechaNacimiento;Instruccion;CodigoBarrio;NumeroCargas;TipoActividad;NumeroCredito;Monto;NumeroCuotas;ValorCuota;FechaEntrega;Tasa;Calificacion;encaje;tipo;vivienda;totalActivo;totalPasivo;Ingresos;Gastos;MoraCredito
Femenino;Casado;16/10/1990;P;18096501;2;--Seleccione Tipo Empleo--;5084;1000;12;93,68;14/1/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;25/5/2001;S;18096802;0;Independiente;7395;5000;36;186,59;30/3/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;20300;19823,71;4616;1875,77;0
Masculino;Soltero;1/3/2000;S;18096501;0;Empleado Privado;5960;3500;26;184,92;11/11/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3250;2715,23;700;464,99;0
Masculino;Casado;3/6/1982;P;18096306;1;Empleado Privado;1069;500;10;50;20/8/2013;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22500;1000;900;483,2;0
Masculino;Casado;28/1/1964;S;18096403;0;Empleado Publico;2464;500;6;83,33;15/9/2015;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;150000;12000;750;2900;0
Femenino;Casado;27/7/1988;S;18010305;1;Independiente;1329;8500;36;236,11;24/2/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;93500;8165,02;8000;6703;1
Femenino;Casado;15/12/1979;P;18096306;2;Independiente;4676;3000;24;125;13/7/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;6000;996;1111,33;401;0
Femenino;Viudo;8/7/1955;P;18096804;0;Independiente;1562;3000;24;125;22/6/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;11000;1;400;255;0
Masculino;Soltero;10/3/1985;S;18096102;1;Independiente;4832;1561;18;99,97;21/9/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;21200;0;2060;1514,8;1
Masculino;Soltero;23/2/2001;S;18096801;0;--Seleccione Tipo Empleo--;6888;3000;24;155,71;19/10/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Unión Libre;13/8/1995;P;18096706;0;--Seleccione Tipo Empleo--;4553;2000;24;83,33;30/5/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;1/1/1994;P;18096702;0;Empleado Privado;4908;600;12;50;26/10/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;700;0;1425;905;1
Masculino;Casado;24/2/1945;P;18095001;0;Independiente;6476;1500;18;98,64;1/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;1000;1;310;162;0
Masculino;Divorciado;24/8/1941;P;18096306;0;--Seleccione Tipo Empleo--;898;200;4;50;28/3/2013;23.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;15/8/1986;P;18096701;0;--Seleccione Tipo Empleo--;5007;500;8;62,5;6/12/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;4/5/1958;P;18096504;4;Independiente;1141;1100;12;91,67;20/10/2013;22.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;40500;1;1016;475,2;0
Masculino;Soltero;5/4/1996;G;18095004;0;Empleado Privado;3807;1300;14;92,86;2/7/2017;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;20000;15819,88;1186,56;769,31;0
Femenino;Casado;17/1/1972;P;18096204;0;--Seleccione Tipo Empleo--;881;144;3;48;14/3/2013;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;7/8/1976;P;18097002;2;--Seleccione Tipo Empleo--;471;373;12;31,08;12/4/2012;22.44;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;11/8/1984;S;18015501;1;Independiente;3780;15000;84;178,57;14/6/2017;18.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;127400;96480,44;6240;3377,13;0
Femenino;Soltero;1/8/1975;P;18096604;0;Independiente;7320;1000;12;91,75;11/3/2021;17.60;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;39000;1008,23;623;428,23;0
Masculino;Soltero;1/5/1954;P;18035011;0;--Seleccione Tipo Empleo--;4145;500;5;100;8/12/2017;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;8/7/1962;P;18065102;0;Independiente;9415;5200;30;177,81;28/12/2022;19.97;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;95800;0;1560;696,8;0
Femenino;Soltero;2/5/1989;S;18096605;2;Independiente;3162;8200;24;341,67;12/9/2016;23.00;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;12000;25000;1200;1185;0
Femenino;Divorciado;9/4/1983;P;18015504;0;Independiente;6490;1000;12;93,62;2/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;11500;0;4176;1101,76;0
Masculino;Soltero;9/12/1997;U;18095004;0;Empleado Privado;3184;1500;12;125;20/9/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;12600;0;600;223,5;0
Femenino;Casado;6/5/1990;P;18096306;3;Independiente;7735;4700;20;279,25;11/7/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22500;1008;900;735,38;0
Femenino;Casado;12/7/1952;P;18096202;2;--Seleccione Tipo Empleo--;3081;3000;24;125;29/7/2016;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;24/9/1957;U;18010207;1;--Seleccione Tipo Empleo--;2946;1700;21;80,95;9/6/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Soltero;20/2/1977;P;18096205;0;Independiente;4750;400;8;50;23/8/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;3950;16;720,83;145;0
Femenino;Divorciado;27/2/1968;P;18015503;0;--Seleccione Tipo Empleo--;4584;3000;24;125;14/6/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;24/6/1995;U;18035018;0;Empleado Privado;5787;5000;32;212,3;9/9/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;5000;0;700;220;1
Femenino;Casado;20/8/1964;P;18015803;0;Independiente;1236;1480;18;82,22;12/1/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;30000;1;3280;800;1
Femenino;Viudo;23/6/1968;P;18095008;0;Independiente;120;750;12;62,5;20/5/2011;22.44;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;111000;13872,03;3440;1810,36;0
Masculino;Casado;4/7/1988;P;18095006;2;--Seleccione Tipo Empleo--;2626;1000;7;142,86;11/1/2016;22.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Casado;12/3/1972;P;18096801;1;Empleado Privado;5201;1500;12;125;8/3/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;278000;11010,57;1800;3726,4;0
Femenino;Soltero;7/5/1970;P;18010403;0;--Seleccione Tipo Empleo--;70;1188,55;14;84,9;14/4/2011;22.08;Consumo;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;30/12/1958;P;18035003;1;--Seleccione Tipo Empleo--;6153;600;15;58,59;16/1/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;12/5/1955;P;18096403;1;Independiente;4905;400;8;50;26/10/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;15200;1;416;294;0
Femenino;Viudo;7/9/1946;P;18096802;0;Independiente;92;611,11;11;55,56;12/4/2011;22.08;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;15500;3;1800;470;0
Femenino;Casado;10/7/1981;P;18015303;0;Independiente;3805;15000;36;416,67;2/7/2017;20.50;Microcrédito;337,5;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;134800;23092,66;8100;7064,73;0
Masculino;Casado;3/7/1972;P;18096801;0;Independiente;2444;1000;12;83,33;7/9/2015;22.00;Microcrédito;0;Ordinario Cuota Variable;PRESTADA;24850;10000;2427;616,07;1
Femenino;Casado;31/10/1987;P;18097004;2;--Seleccione Tipo Empleo--;1725;500;10;50;15/9/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;22/12/1987;P;18096702;0;Independiente;7795;5000;36;132,8;10/8/2021;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;37000;23874,24;2600;1642,45;0
Masculino;Divorciado;14/6/1970;U;18096802;0;Independiente;2192;2385;24;99,38;12/5/2015;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;17000;1;1300;505;0
Masculino;Unión Libre;13/8/1995;P;18096706;0;--Seleccione Tipo Empleo--;4211;1000;12;83,33;12/1/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;29/3/1984;P;18095105;1;--Seleccione Tipo Empleo--;2458;1500;15;100;13/9/2015;20.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;22/11/2000;P;18097002;0;Empleado Privado;6775;3000;24;150,57;23/9/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;4750;1210,34;650;474,8;0
Masculino;Casado;26/2/1965;P;18096102;0;Independiente;5306;1000;12;83,33;7/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;67000;1;896;530,14;1
Masculino;Casado;24/1/1987;P;18015501;0;Independiente;1266;5000;36;138,89;26/1/2014;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA HIPOTECADA;175000;94850;6240;1795;0
Masculino;Casado;1/8/1982;P;18097001;2;--Seleccione Tipo Empleo--;5680;10000;38;318,52;6/8/2019;21.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;2/3/1975;P;18095002;0;Independiente;1954;1000;12;83,33;5/1/2015;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;2500;0;1480;648,84;0
Masculino;Soltero;31/3/1997;P;18015504;1;Independiente;5986;600;12;60;18/11/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;6100;1;2464;1559,2;0
Masculino;Soltero;26/7/1999;S;18097002;0;--Seleccione Tipo Empleo--;5313;1500;19;104,14;8/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Unión Libre;28/7/1988;S;18016515;0;--Seleccione Tipo Empleo--;5394;600;6;100;6/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;9/9/1979;P;18095102;0;Independiente;3466;1500;18;83,33;29/1/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;464000;0;1826,08;710;0
Femenino;Casado;6/6/1988;U;18095002;0;Empleado Publico;9786;2500;24;121,07;24/4/2023;15.56;Consumo;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;39000;35189,4;1847;1540,63;0
Femenino;Casado;6/5/1990;P;18096306;3;Independiente;7364;1500;17;103,19;21/3/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;22500;1008;900;735,38;0
Femenino;Divorciado;31/5/1981;S;18096401;1;--Seleccione Tipo Empleo--;7183;600;12;55,43;29/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;4/7/1981;U;18016608;1;Empleado Privado;7649;4000;30;171,05;13/6/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;77000;4000;2550;1415;0
Femenino;Casado;28/12/1990;P;18096501;0;--Seleccione Tipo Empleo--;5371;600;8;75;25/4/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Divorciado;2/1/1974;P;18015503;0;Independiente;1862;1000;12;83,33;25/11/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;25000;9894,81;1060;843,2;1
Masculino;Soltero;29/11/1988;P;18095001;0;Independiente;5079;1500;12;125;14/1/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;13450;10738,13;960;529,68;1
Masculino;Casado;5/3/1964;P;18015801;0;Independiente;195;700;11;63,64;15/5/2011;22.44;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;29000;1596,66;711,25;442,34;0
Femenino;Casado;10/11/1973;S;18096801;0;Independiente;159;2414,18;19;127,06;25/4/2011;25.90;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;265500;7520,11;4000;2456,13;0
Masculino;Soltero;24/11/1997;P;18095003;0;Independiente;5237;2500;20;138,89;13/3/2019;21.50;Microcrédito;55;Ordinario Cuota Fija;VIVE CON FAMILIARES;16200;11656,04;1410;744,87;0
Femenino;Divorciado;13/1/1990;U;18015508;1;--Seleccione Tipo Empleo--;2761;10000;48;208,33;23/3/2016;20.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;2/12/1964;P;18096310;0;Independiente;6512;1500;18;98,63;7/7/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;35000;22765,03;3660;3202,78;0
Femenino;Casado;17/5/1971;P;18097004;2;--Seleccione Tipo Empleo--;6264;11000;50;347,95;28/2/2020;0.00;Microcrédito;110;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;1/3/1984;S;18095001;0;Empleado Privado;411;300;5;60;17/2/2012;22.44;Microcrédito;21;Ordinario Cuota Variable;VIVE CON FAMILIARES;62000;3000;270;315;0
Femenino;Casado;14/3/1982;P;18095004;0;Independiente;458;15000;60;250;9/4/2012;22.44;Microcrédito;1050;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;50000;12000;3000;1130;0
Masculino;Casado;6/3/1946;P;18096604;0;Independiente;9364;15500;36;500,89;7/12/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;55000;100;1795;1043;0
Femenino;Soltero;1/11/1993;P;18096309;0;--Seleccione Tipo Empleo--;3961;2000;24;83,33;30/8/2017;21.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Masculino;Unión Libre;22/6/1995;S;18096103;0;Empleado Privado;6707;10000;48;296,64;4/9/2020;18.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;5500;0;1500;484;0
Femenino;Casado;22/12/1976;P;18016502;1;Empleado Privado;7938;10000;48;320,93;10/10/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;0;0;1160;0;1
Masculino;Casado;15/4/1991;S;18015503;0;Independiente;513;6000;36;166,67;6/5/2012;22.44;Microcrédito;420;Ordinario Cuota Variable;VIVE CON FAMILIARES;30000;24000;3000;2450;1
Masculino;Soltero;20/10/1987;S;18096706;0;--Seleccione Tipo Empleo--;1532;300;6;50;10/6/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Viudo;13/6/1966;P;18096403;2;Independiente;498;373;12;31,08;23/4/2012;22.44;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;8500;85;1106,5;580,5;0
Masculino;Casado;30/1/1967;S;18015601;0;Independiente;1906;10000;48;208,33;12/12/2014;10.60;Vivienda;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;0;0;1100;535;0
Femenino;Soltero;11/10/1998;P;18096702;0;Empleado Privado;5498;1000;12;83,33;5/6/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;1500;0;480;149,6;0
Masculino;Soltero;12/4/1984;U;18096501;0;--Seleccione Tipo Empleo--;4392;5000;24;208,33;1/4/2018;21.50;Microcrédito;150;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;30/9/1990;P;18096706;1;--Seleccione Tipo Empleo--;2950;1000;12;83,33;10/6/2016;23.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Viudo;12/12/1973;P;18095002;0;Independiente;5002;1000;12;83,33;6/12/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;55300;606,58;2040;1325,45;0
Femenino;Casado;5/6/1969;P;18096603;0;--Seleccione Tipo Empleo--;5729;5000;30;166,67;20/8/2019;21.50;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;25/12/1987;P;18096208;1;--Seleccione Tipo Empleo--;1497;1000;12;83,33;26/5/2014;22.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;20/11/1985;P;18096606;0;Independiente;1661;4200;24;175;17/8/2014;21.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;36700;8785,67;2488;1033,68;1
Masculino;Casado;6/7/1962;P;18096503;1;Independiente;917;1500;18;83,33;11/4/2013;23.00;Microcrédito;48,75;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;51000;10514,33;2424;1786,94;0
Femenino;Casado;8/8/1983;P;18096504;0;Independiente;7924;1200;7;183,22;6/10/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;43500;1;450;380;0
Masculino;Casado;1/7/1991;P;18096310;0;Independiente;5798;3500;24;145,83;11/9/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27560;0,01;6624;5756,16;0
Femenino;Casado;26/11/1996;S;18095004;1;Empleado Privado;9484;3200;36;146,55;23/1/2023;19.97;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;16200;9749,3;850;422,34;1
Femenino;Divorciado;21/5/1982;P;18045014;2;--Seleccione Tipo Empleo--;4434;3000;24;125;16/4/2018;21.50;Microcrédito;68;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;12/10/1985;U;18096603;2;Independiente;8713;3000;18;186,72;16/6/2022;15.56;Consumo;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;63300;21580;2134;1499,99;0
Femenino;Viudo;9/12/1991;S;18096804;0;Independiente;4094;10000;24;416,67;16/11/2017;21.00;Microcrédito;425;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;39000;0,01;840;257,5;0
Masculino;Casado;21/10/1952;P;18015504;0;--Seleccione Tipo Empleo--;3202;600;10;60;27/9/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;1/4/1966;P;18095102;0;Independiente;7911;4300;30;184,61;23/9/2021;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;46950;4293,15;1010;521,62;0
Femenino;Unión Libre;5/5/1986;S;18096604;0;Independiente;4264;1000;5;200;6/2/2018;21.50;Microcrédito;0;Ordinario Cuota Variable;ARRENDADA;15000;0,01;1200;190;0
Femenino;Viudo;3/9/1985;P;18096603;0;--Seleccione Tipo Empleo--;7442;600;12;55,88;9/4/2021;20.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;14500;0;450;230,4;0
Femenino;Casado;20/12/1983;P;18015504;0;Independiente;8906;1000;12;88,63;9/8/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;134000;69088,29;11650;11235,1;0
Femenino;Soltero;2/1/2000;P;18097005;0;--Seleccione Tipo Empleo--;6947;600;12;56,2;9/11/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;13/3/1984;P;18096802;2;Independiente;4913;700;8;87,5;30/10/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;50200;29112,73;3100;2215,87;0
Femenino;Divorciado;6/1/1958;P;18015501;0;--Seleccione Tipo Empleo--;3791;10000;48;208,33;18/6/2017;21.00;Microcrédito;425;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Divorciado;31/10/1987;P;18096603;2;Independiente;4268;1000;12;83,33;6/2/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;32000;7651,5;1332;776,33;1
Femenino;Casado;9/8/1985;S;18096701;0;Independiente;2914;1500;15;100;29/5/2016;21.75;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;15080;0;954;868,3;0
Femenino;Soltero;15/7/1979;S;18096804;0;--Seleccione Tipo Empleo--;2380;1000;12;83,33;9/8/2015;22.00;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;4/8/1981;P;18015801;1;Empleado Privado;2483;3000;18;166,67;25/9/2015;20.50;Microcrédito;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;27500;1;1440;195;0
Masculino;Casado;5/6/1959;P;18015501;0;Independiente;5203;1000;1;1000;8/3/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;56100;2417,7;640;406,06;0
Femenino;Soltero;4/10/1992;P;18096207;0;--Seleccione Tipo Empleo--;5437;3000;26;160,77;17/5/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;28/6/1997;S;18096904;1;Empleado Privado;4164;1000;12;83,33;15/12/2017;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;2500;5333;768;332,8;1
Femenino;Soltero;12/10/1985;U;18096603;2;Independiente;9424;1460;12;132,13;30/12/2022;15.56;Consumo;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;63300;21580;2134;1499,99;0
Femenino;Casado;1/10/1984;P;18015508;4;--Seleccione Tipo Empleo--;2805;3500;24;145,83;18/4/2016;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Divorciado;27/4/1955;P;18015504;0;--Seleccione Tipo Empleo--;6371;3500;24;144,8;27/5/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Soltero;30/7/1987;S;18065001;0;--Seleccione Tipo Empleo--;2215;3500;26;134,62;25/5/2015;20.50;Microcrédito;113,75;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;2/11/1976;P;18095106;1;--Seleccione Tipo Empleo--;4828;3000;24;140,68;20/9/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;30/8/1976;S;18096101;0;--Seleccione Tipo Empleo--;3322;500;12;41,67;25/11/2016;24.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;1/8/1987;P;18096403;0;Empleado Privado;7133;3500;30;152,81;15/1/2021;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;27150;1937,74;1330;758,64;0
Femenino;Divorciado;31/3/1963;P;18096804;0;Independiente;8781;10000;12;885,31;12/7/2022;19.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;41800;17621,75;2467,5;2086,17;0
Femenino;Viudo;18/12/1955;P;18010310;0;Empleado Privado;8428;1780;10;194,87;28/3/2022;19.75;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;117500;5418,79;932,5;506,81;0
Femenino;Soltero;8/1/1996;P;18097002;0;Independiente;5175;2000;12;166,67;25/2/2019;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;2500;0;600;339;0
Masculino;Casado;13/7/1981;S;18010302;0;Empleado Privado;352;800;14;57,14;1/12/2011;22.44;Consumo;90,32;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;2500;1;1600;130;1
Femenino;Casado;20/8/1957;P;18010312;0;Independiente;33;1237,5;9;137,5;19/3/2011;20.04;Consumo;0;Ordinario Cuota Variable;PROPIA NO HIPOTECADA;157500;35002;1000;860;1
Femenino;Casado;4/1/1984;P;18095008;2;--Seleccione Tipo Empleo--;2257;3000;24;125;12/6/2015;20.50;Microcrédito;142,5;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;1
Femenino;Casado;6/12/1991;S;18096904;0;--Seleccione Tipo Empleo--;3937;800;12;66,67;18/8/2017;23.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Soltero;1/11/1963;P;18010407;0;--Seleccione Tipo Empleo--;4175;600;12;50;19/12/2017;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Casado;20/4/1997;S;18096606;1;Independiente;4377;1500;12;125;21/3/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;40000;21000;3000;210;0
Femenino;Soltero;8/3/2002;P;18096604;0;Independiente;8721;2600;18;159,79;19/6/2022;15.56;Consumo;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;2500;1;350;140;0
Femenino;Soltero;9/1/1992;P;18096302;0;Independiente;4787;3000;18;166,67;5/9/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;21850;4613,76;1500;673,51;0
Femenino;Casado;3/3/1971;P;18095002;1;--Seleccione Tipo Empleo--;4472;6500;1;6500;2/5/2018;21.00;Microcrédito;0;Ordinario Cuota Variable;VIVE CON FAMILIARES;0;0;0;0;0
Masculino;Casado;21/1/1990;S;18096302;0;--Seleccione Tipo Empleo--;6277;2500;27;135,36;4/3/2020;21.50;Microcrédito;0;Ordinario Cuota Fija;VIVE CON FAMILIARES;0;0;0;0;0
Femenino;Soltero;4/5/1990;S;18096104;3;Empleado Privado;4518;2000;24;98,99;19/5/2018;21.50;Microcrédito;0;Ordinario Cuota Fija;ARRENDADA;5000;12;690;278;1
Femenino;Viudo;9/12/1991;S;18096804;0;Independiente;5224;5800;18;373,89;13/3/2019;21.00;Microcrédito;0;Ordinario Cuota Fija;PROPIA NO HIPOTECADA;39000;0,01;840;257,5;0
